character,sign,node,isImposterBranch,line_id,text
Daughter,TEETH,Daughter_Teeth,False,line:Daughter_Teeth_030b97f,Daughter: ...
Daughter,AURAPHOTO,Daughter_Photo,False,line:Daughter_Photo_052fe5e,Daughter: A photograph?
Daughter,AURAPHOTO,Daughter_Photo,False,line:Daughter_Photo_03b6527,Daughter: I don't have many pictures of me.
Daughter,AURAPHOTO,Daughter_Photo,False,line:Daughter_Photo_0ac1ec6,Daughter: Will you show me it after?
Daughter,AURAPHOTO,Daughter_Photo,False,line:Daughter_Photo_08d386d,Daughter: ...
Daughter,EAR,Daughter_Ears,False,line:Daughter_Ears_0797223,Daughter: Daddy said you have to be careful of ticks and bugs. Is that what you're looking for?
Daughter,EAR,Daughter_Ears,False,line:Daughter_Ears_0a2550f,Daughter: ...
Doc,EYE,Doctor_Eyes,False,line:Doctor_Eyes_057f2d9,"Doctor: Of course, I'll show you my eyes."
Doc,EYE,Doctor_Eyes,False,line:Doctor_Eyes_00306a5,"Doctor: Not sure if you noticed, I've got polycoria."
Doc,EYE,Doctor_Eyes,False,line:Doctor_Eyes_024d460,"Doctor: It's an official diagnosis, yes."
Doc,EYE,Doctor_Eyes,False,line:Doctor_Eyes_03acf9f,Doctor: ...
Doc,HANDS,Doctor_Hands,False,line:Doctor_Hands_0073ddc,"Doctor: Yes, these hands have performed countless surgeries."
Doc,HANDS,Doctor_Hands,False,line:Doctor_Hands_0f6f956,Doctor: I could tell you operating table stories for days...but maybe another time.
Doc,HANDS,Doctor_Hands,False,line:Doctor_Hands_087ef7f,"Doctor: For now, please, take a look at them."
Doc,HANDS,Doctor_Hands,False,line:Doctor_Hands_03db016,Doctor: ...
Doc,TEETH,Doctor_Teeth,False,line:Doctor_Teeth_0cb0833,"Doctor: Thank you for your concern, but my teeth are in perfect health."
Doc,TEETH,Doctor_Teeth,False,line:Doctor_Teeth_040aaec,"Doctor: Ah, you mean to check for signs of being a Visitor."
Doc,TEETH,Doctor_Teeth,False,line:Doctor_Teeth_0b8926a,"Doctor: Of course, take a look."
Doc,TEETH,Doctor_Teeth,False,line:Doctor_Teeth_03520dd,Doctor: ...
Doc,AURAPHOTO,Doctor_Photo,False,line:Doctor_Photo_00a0977,Doctor: No problem at all.
Doc,AURAPHOTO,Doctor_Photo,False,line:Doctor_Photo_0353b00,Doctor: You have to thoroughly check every little thing. I can only assume this must be part of it.
Doc,AURAPHOTO,Doctor_Photo,False,line:Doctor_Photo_0eefed1,Doctor: ...
Doc,ARMPIT,Doctor_Armpit,False,line:Doctor_Armpit_0dd8566,"Doctor: Yes, just a moment. I'm not as quick as I used to be."
Doc,ARMPIT,Doctor_Armpit,False,line:Doctor_Armpit_0db51c9,Doctor: ...
Doc,EAR,Doctor_Ears,False,line:Doctor_Ears_0bf5989,Doctor: Fair enough. I trust you know what you're doing.
Doc,EAR,Doctor_Ears,False,line:Doctor_Ears_02804d6,Doctor: ...
Dude,EYE,Dude_Eyes,True,line:Dude_Eyes_038a5f1,"Dude: Can't keep my lids open too long. Looking at stuff stresses me out, man."
Dude,EYE,Dude_Eyes,True,line:Dude_Eyes_055371e,Dude: ...
Dude,HANDS,Dude_Hands,True,line:Dude_Hands_076adb3,"Dude: Dude, I was, like, diggin' up a geocache recently. Dirt? Don't sweat it."
Dude,HANDS,Dude_Hands,True,line:Dude_Hands_06d3faa,Dude: Whoa-whoa!
Dude,HANDS,Dude_Hands,True,line:Dude_Hands_0c1560f,Dude: ...
Dude,TEETH,Dude_Teeth,False,line:Dude_Teeth_089adb1,"Dude: Hahaha, check it!"
Dude,TEETH,Dude_Teeth,False,line:Dude_Teeth_0db00e3,Dude: ...
Dude,AURAPHOTO,Dude_Photo,False,line:Dude_Photo_0475679,"Dude: Sure, dude!"
Dude,AURAPHOTO,Dude_Photo,False,line:Dude_Photo_0c9a371,Dude: ...
Dude,ARMPIT,Dude_Armpit,True,line:Dude_Armpit_0a8042d,"Dude: Hold up, bro...gotta watch the strip show first."
Dude,ARMPIT,Dude_Armpit,True,line:Dude_Armpit_06a9d2e,Dude: ...
Dude,EAR,Dude_Ears,False,line:Dude_Ears_06cf205,Dude: Uh-huh.
Dude,EAR,Dude_Ears,False,line:Dude_Ears_060d599,Dude: ...
Edgar,EYE,Edgar_Eyes,True,line:Edgar_Eyes_018b52b,"Edgar: Even the memory of her eyes unsettles me so... Forgive me, you wished to see my own..."
Edgar,EYE,Edgar_Eyes,True,line:Edgar_Eyes_0923b73,Edgar: ...
Edgar,HANDS,Edgar_Hands,False,line:Edgar_Hands_0185d1b,"Edgar: She had such tender hands. At times I feared they would dissolve into mine, like she was a ghost…"
Edgar,HANDS,Edgar_Hands,False,line:Edgar_Hands_04546fb,Edgar: ...
Edgar,TEETH,Edgar_Teeth,False,line:Edgar_Teeth_054e7d6,Edgar: I remember how pearls shone in her mouth... How I cherished her smile...
Edgar,TEETH,Edgar_Teeth,False,line:Edgar_Teeth_0fd5b76,Edgar: ...
Edgar,AURAPHOTO,Edgar_Photo,False,line:Edgar_Photo_049a514,Edgar: Very well.
Edgar,AURAPHOTO,Edgar_Photo,False,line:Edgar_Photo_0c694d9,Edgar: ...
Edgar,ARMPIT,Edgar_Armpit,True,line:Edgar_Armpit_0fb6efa,"Edgar: Yes, of course."
Edgar,ARMPIT,Edgar_Armpit,True,line:Edgar_Armpit_09a957d,Edgar: ...
Edgar,EAR,Edgar_Ears,False,line:Edgar_Ears_0c6c999,"Edgar: What was, remains."
Edgar,EAR,Edgar_Ears,False,line:Edgar_Ears_0d9bd61,Edgar: ...
Esenin,EYE,Esenin_Eyes,False,line:Esenin_Eyes_06ca9f9,Esenin: Every day is more ridiculous than the last.
Esenin,EYE,Esenin_Eyes,False,line:Esenin_Eyes_07497b4,Esenin: What if I hadn't slept? Or was crying?
Esenin,EYE,Esenin_Eyes,False,line:Esenin_Eyes_0d451cc,Esenin: I don't understand how this works at all anymore.
Esenin,EYE,Esenin_Eyes,False,line:Esenin_Eyes_0bb04ba,Esenin: And what are you going to do if one sign confirms it? Or several?
Esenin,EYE,Esenin_Eyes,False,line:Esenin_Eyes_0df9d03,Esenin: ...
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_0b19ae8,Esenin: Fingernails caked with dirt are a sign?
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_00ef75d,Esenin: They could just wash their hands!
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_0e5c901,"Esenin: You're saying a gardener would automatically become a Visitor, then?"
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_0c80870,Esenin: Fucking nonsense.
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_05b83a6,Esenin: Check my nails.
Esenin,HANDS,Esenin_Hands,False,line:Esenin_Hands_051a3b7,Esenin: ...
Esenin,TEETH,Esenin_Teeth,False,line:Esenin_Teeth_05da7bf,Esenin: You want me to show you my teeth?
Esenin,TEETH,Esenin_Teeth,False,line:Esenin_Teeth_08293d4,"Esenin: Okay, take a look. Take in that odor of sadness and smoke."
Esenin,TEETH,Esenin_Teeth,False,line:Esenin_Teeth_03bdb45,Esenin: ...
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_01d8951,Esenin: It's all...
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_078acbe,Esenin: ...A fucked-up mess.
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_031e1ff,Esenin: Ever get the sense that it's all leading to some kind of terrifying hell?
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_0031dde,"Esenin: Everything's supposedly under control, but there's complete chaos all around us."
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_0fd3c17,"Esenin: Well, take your damn photo."
Esenin,AURAPHOTO,Esenin_Photo,False,line:Esenin_Photo_09d74f8,Esenin: ...
Esenin,ARMPIT,Esenin_Armpit,False,line:Esenin_Armpit_0042fd8,Esenin: Fucking seriously? Are you a moron?
Esenin,ARMPIT,Esenin_Armpit,False,line:Esenin_Armpit_0836065,Esenin: Has FEMA blended your brains?
Esenin,ARMPIT,Esenin_Armpit,False,line:Esenin_Armpit_0f56035,Esenin: Or are you just blasted? I thought all the strong stuff was gone already...
Esenin,ARMPIT,Esenin_Armpit,False,line:Esenin_Armpit_0be77a2,"Esenin: Well, since you're asking, I'll show you!"
Esenin,ARMPIT,Esenin_Armpit,False,line:Esenin_Armpit_05c23a4,Esenin: ...
Esenin,EAR,Esenin_Ears,False,line:Esenin_Ears_0e8c7d4,Esenin: Do you even know what you're looking for?
Esenin,EAR,Esenin_Ears,False,line:Esenin_Ears_0dae071,Esenin: What to watch out for?
Esenin,EAR,Esenin_Ears,False,line:Esenin_Ears_00cbaf4,Esenin: Watching you fumble around has really driven home just how royally fucked we are.
Esenin,EAR,Esenin_Ears,False,line:Esenin_Ears_062698d,Esenin: ...
Experienced,EYE,Experienced_Eyes,True,line:Experienced_Eyes_0ea6a3a,Experienced: Wanna see if I got a conscience in there?
Experienced,EYE,Experienced_Eyes,True,line:Experienced_Eyes_0e2496f,Experienced: …
Experienced,EYE,Experienced_Eyes,True,line:Experienced_Eyes_00bb980,"Experienced: Alright, then take a look."
Experienced,EYE,Experienced_Eyes,True,line:Experienced_Eyes_0e4c656,Experienced:  …
Experienced,HANDS,Experienced_Hands,True,line:Experienced_Hands_03f7600,"Experienced: No problem, mate. Take a look."
Experienced,HANDS,Experienced_Hands,True,line:Experienced_Hands_020b13c,Experienced: …
Experienced,TEETH,Experienced_Teeth,True,line:Experienced_Teeth_0fc89b1,Experienced: The screws ain’t exactly handin’ out minty toothbrushes. Don’t freak about the bleeding gums.
Experienced,TEETH,Experienced_Teeth,True,line:Experienced_Teeth_0fc54f2,Experienced: …
Experienced,AURAPHOTO,Experienced_Photo,False,line:Experienced_Photo_0961fb1,Experienced: ...Or is this some kinda test?
Experienced,AURAPHOTO,Experienced_Photo,False,line:Experienced_Photo_0c7170b,Experienced: …
Experienced,AURAPHOTO,Experienced_Photo,False,line:Experienced_Photo_00cee57,Experienced: Feels like I’m back gettin’ logged. Photo goin’ in my file and all that.
Experienced,AURAPHOTO,Experienced_Photo,False,line:Experienced_Photo_072974b,"Experienced: Fine, snap it if you gotta."
Experienced,AURAPHOTO,Experienced_Photo,False,line:Experienced_Photo_010f9a9,Experienced: …
Experienced,ARMPIT,Experienced_Armpit,False,line:Experienced_Armpit_0ef3354,"Experienced: Mate, look... I’ll show ya, but..."
Experienced,ARMPIT,Experienced_Armpit,False,line:Experienced_Armpit_04736d5,Experienced: …
Experienced,ARMPIT,Experienced_Armpit,False,line:Experienced_Armpit_087b7d8,"Experienced: Back in the day, I got burned fuckin' around drunk. So don’t freak out."
Experienced,ARMPIT,Experienced_Armpit,False,line:Experienced_Armpit_0148fca,Experienced: …
Experienced,EAR,Experienced_Ears,False,line:Experienced_Ears_005e438,"Experienced: You're losin' it, mate."
Experienced,EAR,Experienced_Ears,False,line:Experienced_Ears_0ad3bca,Experienced: You really need to see those?
Experienced,EAR,Experienced_Ears,False,line:Experienced_Ears_039d6b2,Experienced: …
Experienced,EAR,Experienced_Ears,False,line:Experienced_Ears_090487f,"Experienced: Fine, fuck it."
Experienced,EAR,Experienced_Ears,False,line:Experienced_Ears_0e0f078,Experienced: …
Fairytaller,EYE,Fairytaller_Eyes,True,line:Fairytaller_Eyes_0273d94,Fairytaller: Here.
Fairytaller,EYE,Fairytaller_Eyes,True,line:Fairytaller_Eyes_07878a3,Fairytaller: …
Fairytaller,HANDS,Fairytaller_Hands,True,line:Fairytaller_Hands_06ee4c5,Fairytaller: Here.
Fairytaller,HANDS,Fairytaller_Hands,True,line:Fairytaller_Hands_03e9e58,Fairytaller: …
Fairytaller,TEETH,Fairytaller_Teeth,False,line:Fairytaller_Teeth_01e6158,Fairytaller: Here.
Fairytaller,TEETH,Fairytaller_Teeth,False,line:Fairytaller_Teeth_0629399,Fairytaller: …
Fairytaller,AURAPHOTO,Fairytaller_Photo,False,line:Fairytaller_Photo_02c646e,Fairytaller: Sounds interesting.
Fairytaller,AURAPHOTO,Fairytaller_Photo,False,line:Fairytaller_Photo_02c4d44,Fairytaller: …
Fairytaller,ARMPIT,Fairytaller_Armpit,False,line:Fairytaller_Armpit_02eb681,Fairytaller: Um… If you insist.
Fairytaller,ARMPIT,Fairytaller_Armpit,False,line:Fairytaller_Armpit_0551866,Fairytaller: Here.
Fairytaller,ARMPIT,Fairytaller_Armpit,False,line:Fairytaller_Armpit_08b6acf,Fairytaller: …
Fairytaller,EAR,Fairytaller_Ears,False,line:Fairytaller_Ears_0955df1,Fairytaller: Here.
Fairytaller,EAR,Fairytaller_Ears,False,line:Fairytaller_Ears_02d5b2d,Fairytaller: …
Fan,EYE,Fanatic_Eyes,False,line:Fanatic_Eyes_053fac8,Fanatic: LOOK INTO MY DARK EYES!
Fan,EYE,Fanatic_Eyes,False,line:Fanatic_Eyes_02731da,"Fanatic: I use them to absorb all the benefits of the righteous beams, transforming them into energy."
Fan,EYE,Fanatic_Eyes,False,line:Fanatic_Eyes_0c5e0dd,Fanatic: I get all of my energy through my EYES!
Fan,EYE,Fanatic_Eyes,False,line:Fanatic_Eyes_043cef9,Fanatic: ...
Fan,HANDS,Fanatic_Hands,False,line:Fanatic_Hands_09c822b,"Fanatic: As you wish, my friend!"
Fan,HANDS,Fanatic_Hands,False,line:Fanatic_Hands_0e0c5c4,Fanatic: Behold these holy nails as much as you like.
Fan,HANDS,Fanatic_Hands,False,line:Fanatic_Hands_0a657e0,Fanatic: I've trained myself to absorb the beneficial sunlight with them.
Fan,HANDS,Fanatic_Hands,False,line:Fanatic_Hands_0c358bd,"Fanatic: And open beer bottles, of course!"
Fan,HANDS,Fanatic_Hands,False,line:Fanatic_Hands_03ed1e1,Fanatic: ...
Fan,TEETH,Fanatic_Teeth,False,line:Fanatic_Teeth_08dda0a,Fanatic: You want me to show you my teeth?
Fan,TEETH,Fanatic_Teeth,False,line:Fanatic_Teeth_091b8b6,Fanatic: MY TEETH STOOD UP FOR THE TRUTH!
Fan,TEETH,Fanatic_Teeth,False,line:Fanatic_Teeth_05d059f,Fanatic: ...and they fell for it. Martyrs.
Fan,TEETH,Fanatic_Teeth,False,line:Fanatic_Teeth_06956fa,Fanatic: You can see that for yourself.
Fan,TEETH,Fanatic_Teeth,False,line:Fanatic_Teeth_0ea7c7c,Fanatic: ...
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_0305b25,Fanatic: You wish to immortalize me on film?
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_0e2ae4c,Fanatic: Hmm... Hmm...
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_0397c21,Fanatic: Did you know I once shook hands with the SHINING SUN LEADER himself?
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_0c7d673,"Fanatic: It was I who taught him how to stare straight into the Sun. But I'll gift you that holy tale later, human."
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_0f5d103,"Fanatic: Go on, GRACE OUR EYES WITH MY IMMORTALIZATION!"
Fan,AURAPHOTO,Fanatic_Photo,False,line:Fanatic_Photo_05761d7,Fanatic: ...
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_06d9f47,"Fanatic: Ah, a prank-lover, eh?"
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_0da6935,"Fanatic: Well, give them a sniff if that's what you're into."
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_02f0fad,Fanatic: ...
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_0081c4b,Fanatic: This is the result of self-care.
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_0a9cc74,"Fanatic: Ah, a prank-lover, eh?"
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_00e4b9b,"Fanatic: Well, give them a sniff if that's what you're into."
Fan,ARMPIT,Fanatic_Armpit,True,line:Fanatic_Armpit_0ed4c42,Fanatic: ...
Fan,EAR,Fanatic_Ears,False,line:Fanatic_Ears_0fe5094,Fanatic: Yes! I receive the righteous signals of LIFE straight through my ears! How did you know?
Fan,EAR,Fanatic_Ears,False,line:Fanatic_Ears_0c01099,Fanatic: ...
Fatman,TEETH,Fatman_Teeth,False,line:Fatman_Teeth_06d8142,"Fatman: What's next, you want me to bend over for you? What a joke, wasting a minister's time with this crap."
Fatman,TEETH,Fatman_Teeth,False,line:Fatman_Teeth_00e47c0,Fatman: ...
Fatman,TEETH,Fatman_Teeth,False,line:Fatman_Teeth_0316b2d,"Fatman: You just won't let it go, will you?"
Fatman,TEETH,Fatman_Teeth,False,line:Fatman_Teeth_0b5e5ff,"Fatman: Tch. Alright, here. Look."
Fatman,TEETH,Fatman_Teeth,False,line:Fatman_Teeth_084de36,Fatman: ...
Fatman,AURAPHOTO,Fatman_Photo,False,line:Fatman_Photo_0c390c6,Fatman: Go on. Just lemme get up... Like the good old days...
Fatman,AURAPHOTO,Fatman_Photo,False,line:Fatman_Photo_09b1238,Fatman: ...
Fatman,ARMPIT,Fatman_Armpit,True,line:Fatman_Armpit_0eff35b,Fatman: Hmph. Some funny old tests you've got here.
Fatman,ARMPIT,Fatman_Armpit,True,line:Fatman_Armpit_076f871,Fatman: ...
Firefighter,EYE,Firefighter_Eyes,False,line:Firefighter_Eyes_077d9a8,Firefighter: No problem.
Firefighter,EYE,Firefighter_Eyes,False,line:Firefighter_Eyes_0d25bbb,Firefighter: ...
Firefighter,HANDS,Firefighter_Hands,False,line:Firefighter_Hands_0e809bf,"Firefighter: Here, look... *cough*"
Firefighter,HANDS,Firefighter_Hands,False,line:Firefighter_Hands_02132fa,Firefighter: ...
Firefighter,TEETH,Firefighter_Teeth,False,line:Firefighter_Teeth_09c1819,Firefighter: Take a look.
Firefighter,TEETH,Firefighter_Teeth,False,line:Firefighter_Teeth_0e48c2d,Firefighter: ...
Firefighter,AURAPHOTO,Firefighter_Photo,False,line:Firefighter_Photo_01ba045,"Firefighter: Sure, whatever. You'll only get a charred corpse, though. That's how it always is."
Firefighter,AURAPHOTO,Firefighter_Photo,False,line:Firefighter_Photo_00cdc52,Firefighter: ...
Firefighter,ARMPIT,Firefighter_Armpit,False,line:Firefighter_Armpit_0412a37,Firefighter: You sure? It ain't pretty sight...
Firefighter,ARMPIT,Firefighter_Armpit,False,line:Firefighter_Armpit_04dcf3b,Firefighter: ...
Firefighter,EAR,Firefighter_Ears,False,line:Firefighter_Ears_0174130,Firefighter: You won't find much to check. They're charred down to the cartilage.
Firefighter,EAR,Firefighter_Ears,False,line:Firefighter_Ears_00af63a,Firefighter: ...
Foreigner,EYE,Foreigner_Eyes,False,line:Foreigner_Eyes_0aba9fb,Foreigner: Vbvh?
Foreigner,EYE,Foreigner_Eyes,False,line:Foreigner_Eyes_0db4669,Foreigner: ...
Foreigner,HANDS,Foreigner_Hands,False,line:Foreigner_Hands_0654052,Foreigner: Szmwh? Urmv.
Foreigner,HANDS,Foreigner_Hands,False,line:Foreigner_Hands_0f1188a,Foreigner: ...
Foreigner,TEETH,Foreigner_Teeth,False,line:Foreigner_Teeth_03ba689,"Foreigner: Dszg? Nb MOUF? Bvzs, rg dzh hvdm hsfg.  Hl dszg mld? Wl R mvvw gl SMYAL?"
Foreigner,TEETH,Foreigner_Teeth,False,line:Foreigner_Teeth_07f95d5,Foreigner: ...
Foreigner,AURAPHOTO,Foreigner_Photo,False,line:Foreigner_Photo_0c3c7aa,Foreigner: Dsviv rh gsv kslgl? Gsrh wvhvievh gl yv uiznvw!
Foreigner,AURAPHOTO,Foreigner_Photo,False,line:Foreigner_Photo_0e6834c,Foreigner: ...
Foreigner,ARMPIT,Foreigner_Armpit,False,line:Foreigner_Armpit_090c5f5,Foreigner: R wlmg ivzoob tvg zmb lu gsrh... yfg dszgvevi...
Foreigner,ARMPIT,Foreigner_Armpit,False,line:Foreigner_Armpit_0caeb5e,Foreigner: ...
Foreigner,EAR,Foreigner_Ears,False,line:Foreigner_Ears_076f3a7,Foreigner: Gsvb ziv hrnkob vzih.
Foreigner,EAR,Foreigner_Ears,False,line:Foreigner_Ears_001e25f,Foreigner: ...
FormerFema,EYE,FormerFema_Eyes,False,line:FormerFema_Eyes_0f99d72,"FormerFema: Ah, yes. I love this one. People's eyes are beautiful after all."
FormerFema,EYE,FormerFema_Eyes,False,line:FormerFema_Eyes_0dd2830,FormerFema: ...
FormerFema,HANDS,FormerFema_Hands,False,line:FormerFema_Hands_0aee8f2,FormerFema: You want me to take off my gloves? No way. Not safe. You'll have to test me like this.
FormerFema,HANDS,FormerFema_Hands,False,line:FormerFema_Hands_09b87e3,FormerFema: ...
FormerFema,TEETH,FormerFema_Teeth,False,line:FormerFema_Teeth_05285bc,"FormerFema: So, you actually take your job seriously."
FormerFema,TEETH,FormerFema_Teeth,False,line:FormerFema_Teeth_0946bb4,FormerFema: ...
FormerFema,AURAPHOTO,FormerFema_Photo,False,line:FormerFema_Photo_0c3ab82,"FormerFema: I need to warn you, it might look...unusual."
FormerFema,AURAPHOTO,FormerFema_Photo,False,line:FormerFema_Photo_0eb7a59,FormerFema: ...
FormerFema,ARMPIT,FormerFema_Armpit,False,line:FormerFema_Armpit_0bdb5a1,FormerFema: You really want to see this?
FormerFema,ARMPIT,FormerFema_Armpit,False,line:FormerFema_Armpit_05019cf,FormerFema: ...
FormerFema,EAR,FormerFema_Ears,False,line:FormerFema_Ears_0b1a335,"FormerFema: You kidding? We didn't train for this! Don't know about others, but our team never checked for this."
FormerFema,EAR,FormerFema_Ears,False,line:FormerFema_Ears_09f516a,FormerFema: ...
FortuneTeller,EYE,FortuneTeller_Eyes,False,line:FortuneTeller_Eyes_0415701,"FortuneTeller: Oh, my eyes? They're brown, of course."
FortuneTeller,EYE,FortuneTeller_Eyes,False,line:FortuneTeller_Eyes_088a05c,FortuneTeller: ...
FortuneTeller,HANDS,FortuneTeller_Hands,False,line:FortuneTeller_Hands_07d86b8,"FortuneTeller: Well, go ahead and look."
FortuneTeller,HANDS,FortuneTeller_Hands,False,line:FortuneTeller_Hands_0abf20d,FortuneTeller: ...
FortuneTeller,TEETH,FortuneTeller_Teeth,True,line:FortuneTeller_Teeth_04fc7f9,"FortuneTeller: Well, take a look."
FortuneTeller,TEETH,FortuneTeller_Teeth,True,line:FortuneTeller_Teeth_0590da7,FortuneTeller: ...
FortuneTeller,AURAPHOTO,FortuneTeller_Photo,False,line:FortuneTeller_Photo_032121c,FortuneTeller: Be careful now. My aura can be blinding!
FortuneTeller,AURAPHOTO,FortuneTeller_Photo,False,line:FortuneTeller_Photo_0e42c7f,FortuneTeller: ...
FortuneTeller,ARMPIT,FortuneTeller_Armpit,False,line:FortuneTeller_Armpit_060de09,"FortuneTeller: Ohhh, the things the universe puts in my path... Very well, take a look."
FortuneTeller,ARMPIT,FortuneTeller_Armpit,False,line:FortuneTeller_Armpit_0a1eda6,FortuneTeller: ...
FortuneTeller,EAR,FortuneTeller_Ears,False,line:FortuneTeller_Ears_0082536,"FortuneTeller: Go ahead and look, but be careful. My ears hear everything—even your thoughts."
FortuneTeller,EAR,FortuneTeller_Ears,False,line:FortuneTeller_Ears_062153f,FortuneTeller: ...
Fugitive,EYE,Fugitive_Eyes,False,line:Fugitive_Eyes_06f963d,Fugitive: Alright.
Fugitive,EYE,Fugitive_Eyes,False,line:Fugitive_Eyes_0fd0208,Fugitive: ...
Fugitive,HANDS,Fugitive_Hands,True,line:Fugitive_Hands_0970e73,"Fugitive: Go ahead. They've taken a beating, that's for sure."
Fugitive,HANDS,Fugitive_Hands,True,line:Fugitive_Hands_0480b6f,Fugitive: ...
Fugitive,HANDS,Fugitive_Hands,True,line:Fugitive_Hands_0ed2106,"Fugitive: Dirty, yeah? Fell in a goddamn puddle running from those pigs. Before that, cut 'em climbing over some barbed wire."
Fugitive,HANDS,Fugitive_Hands,True,line:Fugitive_Hands_058ead0,"Fugitive: Fine, take a look."
Fugitive,HANDS,Fugitive_Hands,True,line:Fugitive_Hands_018993f,Fugitive: ...
Fugitive,TEETH,Fugitive_Teeth,False,line:Fugitive_Teeth_01b0881,"Fugitive: Sure, take a look."
Fugitive,TEETH,Fugitive_Teeth,False,line:Fugitive_Teeth_0b05dcf,Fugitive: ...
Fugitive,AURAPHOTO,Fugitive_Photo,True,line:Fugitive_Photo_0848972,Fugitive: Yeah? Didn't think anyone still did that.
Fugitive,AURAPHOTO,Fugitive_Photo,True,line:Fugitive_Photo_0f9c8fc,Fugitive: ...
Fugitive,ARMPIT,Fugitive_Armpit,True,line:Fugitive_Armpit_0766636,"Fugitive: Well, shit... You're not screwing with me, are ya?"
Fugitive,ARMPIT,Fugitive_Armpit,True,line:Fugitive_Armpit_0c9308a,Fugitive: ...
Fugitive,EAR,Fugitive_Ears,True,line:Fugitive_Ears_0036756,"Fugitive: Seriously? Don't ya think these ""signs"" are meant to spread more panic?"
Fugitive,EAR,Fugitive_Ears,True,line:Fugitive_Ears_08fce5e,Fugitive: ...
Fugitive,EAR,Fugitive_Ears,True,line:Fugitive_Ears_0dc82e2,"Fugitive: Dirty? Yeah they're dirty. Like anyone's would be, living and working without taking any showers."
Fugitive,EAR,Fugitive_Ears,True,line:Fugitive_Ears_0f79806,"Fugitive: Seriously? You think you can spot a Visitor by their ears? Alright, be my fuckin' guest."
Fugitive,EAR,Fugitive_Ears,True,line:Fugitive_Ears_0ffc845,Fugitive: ...
FunnyGuy,EYE,FunnyGuy_Eyes,False,line:FunnyGuy_Eyes_0853c9c,FunnyGuy: Got a dark spot on my iris.
FunnyGuy,EYE,FunnyGuy_Eyes,False,line:FunnyGuy_Eyes_0a31eb2,FunnyGuy: Take a look.
FunnyGuy,EYE,FunnyGuy_Eyes,False,line:FunnyGuy_Eyes_0c38d44,FunnyGuy: ...
FunnyGuy,HANDS,FunnyGuy_Hands,False,line:FunnyGuy_Hands_0cf8d82,FunnyGuy: Just your regular work-worn hands.
FunnyGuy,HANDS,FunnyGuy_Hands,False,line:FunnyGuy_Hands_081ecbe,FunnyGuy: ...
FunnyGuy,TEETH,FunnyGuy_Teeth,False,line:FunnyGuy_Teeth_01fc2b9,"FunnyGuy: Aw, come on. Brush too hard and you'll wear down the enamel."
FunnyGuy,TEETH,FunnyGuy_Teeth,False,line:FunnyGuy_Teeth_0876816,FunnyGuy: ...
FunnyGuy,AURAPHOTO,FunnyGuy_Photo,True,line:FunnyGuy_Photo_05c8d51,"FunnyGuy: Oh, guess I should button up."
FunnyGuy,AURAPHOTO,FunnyGuy_Photo,True,line:FunnyGuy_Photo_0f08349,"FunnyGuy: Eh, screw it. It's just one picture."
FunnyGuy,AURAPHOTO,FunnyGuy_Photo,True,line:FunnyGuy_Photo_0af0ed5,FunnyGuy: ...
FunnyGuy,ARMPIT,FunnyGuy_Armpit,True,line:FunnyGuy_Armpit_083d933,FunnyGuy: Our plant's a real lawsuit waiting to happen.
FunnyGuy,ARMPIT,FunnyGuy_Armpit,True,line:FunnyGuy_Armpit_0030634,FunnyGuy: I was supposed to retire soon.
FunnyGuy,ARMPIT,FunnyGuy_Armpit,True,line:FunnyGuy_Armpit_0b79fef,FunnyGuy: ...
FunnyGuy,EAR,FunnyGuy_Ears,False,line:FunnyGuy_Ears_094c29c,"FunnyGuy: Go ahead, why not."
FunnyGuy,EAR,FunnyGuy_Ears,False,line:FunnyGuy_Ears_0181608,FunnyGuy: ...
GraveDigger,EYE,GraveDigger_Eyes,True,line:GraveDigger_Eyes_0e8ec6d,GraveDigger: Nights are my shift.
GraveDigger,EYE,GraveDigger_Eyes,True,line:GraveDigger_Eyes_0829f7a,GraveDigger: ...
